Crime,Block,Month,Year,Location
Fatal/Injury Collision,Surrey 98TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 105TH AVE / CITY PKWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 146TH ST / 90TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 96TH AVE  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 85TH AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / CRESCENT RD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 140TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey SOUTH FRASER PERIMETER RD / 104TH AVE ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 192ND ST / 32ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 73RD AVE  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 104TH AVE / 150TH ST   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 130TH ST / CRESCENT RD   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 80TH AVE / 124TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 184TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 144TH ST / 56TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 176TH ST / GOLDEN EARS WAY  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 156TH ST / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 137TH ST / 68TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 85TH AVE / VENTURE WAY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 96TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 128TH ST / 72ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 144TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 76TH AVE / 128TH ST   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 188TH ST / 54TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 102A AVE   ,1,2014,Surrey
Commercial Break and Enter,Surrey 192ND ST / 54TH AVE   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 192ND ST / 54TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 100TH AVE / SCOTT RD   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 144TH ST / 82ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 85TH AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 84TH AVE / 130TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 99TH AVE / 120TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / KING GEORGE BLVD  ,1,2014,Surrey
Theft from Motor Vehicle,Surrey FRASER HWY / 156TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 84TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 124TH ST / 24TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey LAUDER DR / 88TH AVE   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 96TH AVE / 180TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 130TH ST / QUEEN MARY BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 96TH AVE  ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 32ND AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / 132ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 144TH ST / 68TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 16TH AVE / 160TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 124TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 94A AVE  ,1,2014,Surrey
Shoplifting,Surrey 24TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 120TH ST / 68TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 96TH AVE / 120TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 164TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 104TH AVE / SOUTH FRASER PERIMETER RD ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128A ST / 100TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 72ND AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 160TH ST / 24TH AVE   ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 90TH AVE / 124TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 176TH ST / 56TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 64TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 152ND ST   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey SULLIVAN ST / OHARA LANE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 120TH ST / 68TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 72ND AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 140TH ST / 108TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 24TH AVE  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / 85TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 104TH AVE  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / 142A ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 149TH ST / 93A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 164TH ST / 32ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 60TH AVE / 184TH ST   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 144TH ST / 70A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 140TH ST / 77A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 140TH ST / 77A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 24TH AVE / 144TH ST   ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 100TH AVE / WHALLEY BLVD   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 176A ST / 58TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 64TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 84TH AVE / 152ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 148TH ST / 72ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 140B ST / 104TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 140TH ST / 88TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 168TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / MALL ACCESS   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 132ND ST / OLD YALE RD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / 72ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 72ND AVE / 148TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 82ND AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 84TH AVE / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 108TH AVE / 132ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 132ND ST / 76TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 176TH ST / 60TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 20TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 67TH AVE / 194TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 100TH AVE / 148TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 168TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 94TH AVE / 148A ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 132ND ST / 92ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 108TH AVE / WHALLEY BLVD   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 108TH AVE / 148TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 180TH ST / 64TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 76TH AVE / 144TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 104TH AVE / UNIVERSITY DR   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 120TH ST / 96TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FLEETWOOD WAY / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 101ST AVE / MALL ACCESS   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 36TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 68TH AVE / 120TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 76TH AVE / 132ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 24TH AVE / CROYDON DR   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 130TH ST / 96TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 68A AVE / 188TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 68A AVE / 188TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 134TH ST / 96TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 150TH ST / 72ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 160TH ST / 24TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 68TH AVE / 120TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 36TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 100TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 16TH AVE / 177TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 192ND ST / 88TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 122ND ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / 168TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 168TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 56TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 56TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 108TH AVE / 146TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 132ND ST / 103A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 72ND AVE / 132ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey GOLDEN EARS WAY / 176TH ST  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 144TH ST / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 62A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / 96TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 166TH ST / 64TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 105A AVE / WHALLEY BLVD   ,1,2014,Surrey
Shoplifting,Surrey 104TH AVE / 152ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 156TH ST / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 124TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 124TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 176A ST / 60TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 80TH AVE / 192ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 160TH ST / 32ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 132ND ST / OLD YALE RD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / FLEETWOOD WAY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 96TH AVE / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 96TH AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 194TH ST / 64TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 114TH AVE / 126A ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 144TH ST / 72ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 108TH AVE  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 148TH ST / 76TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 104TH AVE / 152ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 100TH AVE / 154TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 100TH AVE / 152ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 156TH ST / 82ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / FERGUSON DVRS   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 76TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 82ND AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 150TH ST / 68A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 150TH ST / 104TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 124A ST / 88TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey HWY 99 / 8TH AVE ONRP  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 92ND AVE / 126TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 97A AVE / 128TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 82ND AVE / 158TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 80TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 148TH ST / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey FRASER HWY / 152ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 176TH ST / 40TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 144TH ST / 64TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 142ND ST / 66TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey SOUTH FRASER PERIMETER RD / 136TH ST ,1,2014,Surrey
Fatal/Injury Collision,Surrey 176TH ST / 8TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 64TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 120TH ST / 76A AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 122A ST / 82ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 166TH ST / 64TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 64TH AVE / 188TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 132ND ST / 78TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 132ND ST / QUEEN MARY BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey SOUTH FRASER PERIMETER RD / 130TH ST ,1,2014,Surrey
Fatal/Injury Collision,Surrey 64TH AVE / 168TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 102ND AVE / UNIVERSITY DR   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 88TH AVE / 132ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 124TH ST / 75TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 168TH ST / 80TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 141ST ST / 104TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 148TH ST / 57TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 62ND AVE / 126TH ST   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 101A AVE / 155TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 28TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 142ND ST / 60TH AVE   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 140TH ST / FRASER HWY   ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 157TH ST / 99A AVE   ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 133A ST / 102ND AVE   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 128TH ST / 84TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 104TH AVE / 176TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 120TH ST / 100TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 104TH AVE / SOUTH FRASER PERIMETER RD ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 40TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 128TH ST / KING GEORGE BLVD  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 148TH ST / FRASER HWY   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 64TH AVE / 152ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 192ND ST / 56TH AVE   ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 88TH AVE / 148TH ST   ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 128TH ST / 82ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 140TH ST / 92ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 152ND ST / 56TH AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey KING GEORGE BLVD / 128TH ST  ,1,2014,Surrey
Fatal/Injury Collision,Surrey 140TH ST / 89TH AVE   ,1,2014,Surrey
Commercial Break and Enter,Surrey 84TH AVE / 162ND ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey HARVIE RD / 92ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 96TH AVE / 148TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 194TH ST / 72ND AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 160TH ST / 91ST AVE   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 84TH AVE / 156TH ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 104TH AVE / KING GEORGE BLVD  ,1,2014,Surrey
Theft from Motor Vehicle,Surrey 68TH AVE / 195A ST   ,1,2014,Surrey
Fatal/Injury Collision,Surrey 99TH AVE / 120A ST   ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 14700 ST ANDREWS DR    ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 135A ST / 106TH AVE   ,1,2014,Surrey
Theft of Motor Vehicle,Surrey 186TH ST / 96TH AVE   ,1,2014,Surrey
Commercial Break and Enter,17500 59TH AVE     ,2,2014,Surrey
Fatal/Injury Collision,5900 184TH ST     ,2,2014,Surrey
Commercial Break and Enter,8100 128TH ST     ,2,2014,Surrey
Commercial Break and Enter,16100 11A AVE     ,2,2014,Surrey
Fatal/Injury Collision,9900 WHALLEY BLVD     ,2,2014,Surrey
Commercial Break and Enter,8300 128TH ST     ,2,2014,Surrey
Commercial Break and Enter,8100 128TH ST     ,2,2014,Surrey
Fatal/Injury Collision,12500 82ND AVE     ,2,2014,Surrey
Commercial Break and Enter,17300 100TH AVE     ,2,2014,Surrey
Fatal/Injury Collision,19300 56TH AVE     ,2,2014,Surrey
Theft from Motor Vehicle,13100 104TH AVE     ,2,2014,Surrey
Commercial Break and Enter,16000 24TH AVE     ,2,2014,Surrey
Fatal/Injury Collision,17200 59TH AVE     ,2,2014,Surrey
Theft from Motor Vehicle,17800 66TH AVE     ,2,2014,Surrey
Commercial Break and Enter,6700 135B ST     ,2,2014,Surrey
Commercial Break and Enter,10700 150TH ST     ,2,2014,Surrey
Fatal/Injury Collision,4400 176TH ST     ,2,2014,Surrey
Theft of Motor Vehicle,14000 19TH AVE     ,2,2014,Surrey
Theft from Motor Vehicle,10000 121ST ST     ,2,2014,Surrey
Theft from Motor Vehicle,15500 104TH AVE     ,2,2014,Surrey
Commercial Break and Enter,5600 176TH ST     ,2,2014,Surrey
Fatal/Injury Collision,7500 WILTSHIRE DR     ,2,2014,Surrey
Commercial Break and Enter,13600 72ND AVE     ,2,2014,Surrey
Commercial Break and Enter,2200 160TH ST     ,2,2014,Surrey
Commercial Break and Enter,13800 LAUREL DR     ,2,2014,Surrey
Theft from Motor Vehicle,15200 101ST AVE     ,2,2014,Surrey
Commercial Break and Enter,9100 128TH ST     ,2,2014,Surrey
Fatal/Injury Collision,8000 168B ST     ,2,2014,Surrey
Theft of Motor Vehicle,10800 157A ST     ,2,2014,Surrey
Fatal/Injury Collision,11000 130A ST     ,2,2014,Surrey
Theft of Motor Vehicle,9300 124TH ST     ,2,2014,Surrey
Fatal/Injury Collision,10700 KING GEORGE BLVD    ,2,2014,Surrey
Commercial Break and Enter,13900 104TH AVE     ,2,2014,Surrey
Commercial Break and Enter,19000 22ND AVE     ,2,2014,Surrey
Commercial Break and Enter,13700 103RD AVE     ,2,2014,Surrey
Theft from Motor Vehicle,12000 97TH AVE     ,2,2014,Surrey
Theft of Motor Vehicle,9000 136B ST     ,2,2014,Surrey
Theft from Motor Vehicle,9300 163RD ST     ,2,2014,Surrey
Fatal/Injury Collision,10200 KING GEORGE BLVD    ,2,2014,Surrey
Fatal/Injury Collision,18000 68A AVE     ,2,2014,Surrey
Fatal/Injury Collision,1000 GUILDFORD TOWN CTR    ,2,2014,Surrey
Theft of Motor Vehicle,15300 85TH AVE     ,2,2014,Surrey
Fatal/Injury Collision,12500 110TH AVE     ,2,2014,Surrey
Theft from Motor Vehicle,7900 144A ST     ,2,2014,Surrey
Fatal/Injury Collision,12500 110TH AVE     ,2,2014,Surrey
Theft of Motor Vehicle,9300 192ND ST     ,2,2014,Surrey
Commercial Break and Enter,7800 120TH ST     ,2,2014,Surrey
Commercial Break and Enter,10100 152ND ST     ,2,2014,Surrey
Theft of Motor Vehicle,10200 CITY PKWY     ,2,2014,Surrey
Commercial Break and Enter,13500 77TH AVE     ,2,2014,Surrey
Commercial Break and Enter,10200 152A ST     ,2,2014,Surrey
Commercial Break and Enter,15100 101ST AVE     ,2,2014,Surrey
Commercial Break and Enter,10300 152ND ST     ,2,2014,Surrey
Theft of Motor Vehicle,11900 96A AVE     ,2,2014,Surrey
Theft from Motor Vehicle,7100 124TH ST     ,2,2014,Surrey
Commercial Break and Enter,3400 CANTERBURY DR     ,2,2014,Surrey
Theft from Motor Vehicle,14600 101A AVE     ,2,2014,Surrey
Commercial Break and Enter,7200 132ND ST     ,2,2014,Surrey
Commercial Break and Enter,13600 62ND AVE     ,2,2014,Surrey
Theft of Motor Vehicle,10800 CITY PKWY     ,2,2014,Surrey
Commercial Break and Enter,19200 94TH AVE     ,2,2014,Surrey
Theft from Motor Vehicle,14000 GROSVENOR RD     ,2,2014,Surrey
Commercial Break and Enter,10300 152A ST     ,2,2014,Surrey
Theft from Motor Vehicle,10400 128TH ST     ,2,2014,Surrey
Theft of Motor Vehicle,12400 73A AVE     ,2,2014,Surrey
Commercial Break and Enter,13200 72ND AVE     ,2,2014,Surrey
Commercial Break and Enter,15900 FRASER HWY     ,2,2014,Surrey
Commercial Break and Enter,13200 OLD YALE RD    ,2,2014,Surrey
Theft from Motor Vehicle,19400 70A AVE     ,2,2014,Surrey
Theft of Motor Vehicle,12100 72ND AVE     ,2,2014,Surrey
Theft of Motor Vehicle,12400 80TH AVE     ,2,2014,Surrey
Theft from Motor Vehicle,10700 139TH ST     ,2,2014,Surrey
Commercial Break and Enter,15200 101ST AVE     ,2,2014,Surrey
Fatal/Injury Collision,13700 103RD AVE     ,2,2014,Surrey
Commercial Break and Enter,10100 152ND ST     ,2,2014,Surrey
Theft from Motor Vehicle,12100 96TH AVE     ,2,2014,Surrey
Commercial Break and Enter,19400 67A AVE     ,2,2014,Surrey
Theft from Motor Vehicle,14000 113TH AVE     ,2,2014,Surrey
Commercial Break and Enter,7700 128TH ST     ,2,2014,Surrey
Theft from Motor Vehicle,13700 96TH AVE     ,2,2014,Surrey
Commercial Break and Enter,8400 120TH ST     ,2,2014,Surrey
Theft from Motor Vehicle,7600 125TH ST     ,2,2014,Surrey
Commercial Break and Enter,9800 119A ST     ,2,2014,Surrey
Commercial Break and Enter,13700 72ND AVE     ,2,2014,Surrey
Commercial Break and Enter,8100 128TH ST     ,2,2014,Surrey
Commercial Break and Enter,13400 KING GEORGE BLVD    ,2,2014,Surrey
Commercial Break and Enter,8100 128TH ST     ,2,2014,Surrey
Theft from Motor Vehicle,13800 PARK DR     ,2,2014,Surrey
Theft from Motor Vehicle,9600 KING GEORGE BLVD    ,2,2014,Surrey
Commercial Break and Enter,12900 84TH AVE     ,2,2014,Surrey
Commercial Break and Enter,13700 72ND AVE     ,2,2014,Surrey
Commercial Break and Enter,15900 FRASER HWY     ,2,2014,Surrey
Commercial Break and Enter,19400 94TH AVE     ,2,2014,Surrey
Theft of Motor Vehicle,2800 152ND ST     ,2,2014,Surrey
Commercial Break and Enter,6300 140TH ST     ,2,2014,Surrey
Theft from Motor Vehicle,1900 156TH ST     ,2,2014,Surrey
Commercial Break and Enter,9100 120TH ST     ,2,2014,Surrey
Theft from Motor Vehicle,300 173RD ST     ,2,2014,Surrey
Commercial Break and Enter,15200 16TH AVE     ,2,2014,Surrey
Theft of Motor Vehicle,16800 57B AVE     ,2,2014,Surrey
Commercial Break and Enter,8300 128TH ST     ,2,2014,Surrey
Commercial Break and Enter,15100 100TH AVE     ,2,2014,Surrey
Theft from Motor Vehicle,16700 63B AVE     ,2,2014,Surrey
Theft of Motor Vehicle,12900 74TH AVE     ,2,2014,Surrey
Theft of Motor Vehicle,14800 101A AVE     ,2,2014,Surrey
Fatal/Injury Collision,2900 KING GEORGE BLVD    ,2,2014,Surrey
Theft from Motor Vehicle,3400 156A ST     ,2,2014,Surrey
Commercial Break and Enter,12100 72ND AVE     ,2,2014,Surrey
Theft of Motor Vehicle,7400 122A ST     ,2,2014,Surrey
Commercial Break and Enter,8900 152ND ST     ,2,2014,Surrey
Theft of Motor Vehicle,9000 147A ST     ,2,2014,Surrey
Commercial Break and Enter,8100 128TH ST     ,2,2014,Surrey
Commercial Break and Enter,6900 KING GEORGE BLVD    ,2,2014,Surrey
Commercial Break and Enter,13100 76TH AVE     ,2,2014,Surrey
Commercial Break and Enter,10400 WHALLEY BLVD     ,2,2014,Surrey
Theft from Motor Vehicle,13800 101ST AVE     ,2,2014,Surrey
